datetime,intraday_ret
2025-11-26,-0.5118929113609927
2025-11-27,-0.51401509097772
2025-11-28,-0.5149659546823604
2025-12-01,-0.5163220820321489
2025-12-02,-0.512399606647133
2025-12-03,-0.510690246379073
2025-12-04,-0.5134933891110577
2025-12-05,-0.5130987834549933
2025-12-08,-0.5068155413585584
2025-12-09,-0.5131680806653709
2025-12-10,-0.5157720940644881
2025-12-11,-0.5175215781158773
2025-12-12,-0.5211901143514234
2025-12-15,-0.5213505714022102
2025-12-16,-0.5283950388008153
2025-12-17,-0.5386833227053092
2025-12-18,-0.542202207657119
2025-12-19,-0.5447975007128821
2025-12-22,-0.5436211804681785
2025-12-23,-0.5464081947706347
2025-12-24,-0.5450123339073327
2025-12-25,-0.5434192536882851
2025-12-26,-0.5513440497546513
2025-12-29,-0.550221918798871
2025-12-30,-0.5486597712240779
2025-12-31,-0.5557651999514237
